time,price,bid,ask,volume
2018-01-15 14:04:26.486888,442.2,442.0,442.2,12925460.0
2018-01-15 14:04:28.039802,442.2,442.0,442.4,12925460.0
2018-01-15 14:04:29.376462,442.2,442.0,442.4,12925460.0
2018-01-15 14:04:30.841570,442.2,442.0,442.2,12922660.0
2018-01-15 14:04:32.158632,442.2,442.0,442.4,12922660.0
2018-01-15 14:04:33.437414,442.2,442.0,442.2,12925460.0
2018-01-15 14:04:34.854810,442.2,442.0,442.4,12925460.0
2018-01-15 14:04:36.211623,442.2,442.0,442.4,12925460.0
2018-01-15 14:04:37.677362,442.2,442.0,442.4,12926460.0
2018-01-15 14:04:39.129727,442.2,442.0,442.2,12926460.0
2018-01-15 14:04:40.296166,442.2,442.0,442.4,12926460.0
2018-01-15 14:04:41.613694,442.2,442.0,442.4,12925460.0
2018-01-15 14:04:43.092678,442.2,442.0,442.2,12925460.0
2018-01-15 14:04:44.387407,442.2,442.0,442.4,12925460.0
2018-01-15 14:04:45.793088,442.2,442.0,442.4,12925460.0
2018-01-15 14:04:47.588034,442.0,442.0,442.2,12932560.0
2018-01-15 14:04:48.903352,442.0,442.0,442.2,12932560.0
2018-01-15 14:04:50.292285,442.0,442.0,442.4,12940060.0
2018-01-15 14:04:51.764889,442.0,442.0,442.4,12940160.0
2018-01-15 14:04:52.993043,442.2,442.0,442.4,12943260.0
2018-01-15 14:04:54.476000,442.2,442.0,442.4,12943360.0
2018-01-15 14:04:55.909013,442.2,442.0,442.4,12943360.0
2018-01-15 14:04:57.407668,442.2,442.0,442.4,12943360.0
2018-01-15 14:04:59.078662,442.2,442.0,442.4,12943360.0
2018-01-15 14:05:00.516628,442.2,442.0,442.4,12943360.0
2018-01-15 14:05:01.943872,442.2,442.0,442.4,12943260.0
2018-01-15 14:05:03.431419,442.2,442.0,442.4,12943360.0
2018-01-15 14:05:04.689937,442.2,442.0,442.4,12943260.0
2018-01-15 14:05:06.186970,442.2,442.0,442.4,12943260.0
2018-01-15 14:05:07.628004,442.2,442.0,442.4,12943360.0
2018-01-15 14:05:09.065175,442.2,442.0,442.2,12945960.0
2018-01-15 14:05:10.441688,442.2,442.0,442.4,12943260.0
2018-01-15 14:05:11.963171,442.2,442.0,442.2,12943260.0
2018-01-15 14:05:13.396403,442.2,442.0,442.2,12946160.0
2018-01-15 14:05:15.045547,442.2,442.0,442.2,12946160.0
2018-01-15 14:05:16.608334,442.2,442.0,442.2,12946160.0
2018-01-15 14:05:17.941793,442.2,442.0,442.2,12945960.0
2018-01-15 14:05:19.870105,442.2,442.0,442.2,12957360.0
2018-01-15 14:05:21.322677,442.2,442.0,442.4,12945960.0
2018-01-15 14:05:22.658905,442.2,442.0,442.2,12945960.0
2018-01-15 14:05:24.017794,442.2,442.0,442.2,12945960.0
2018-01-15 14:05:25.492034,442.2,442.0,442.4,12945960.0
2018-01-15 14:05:26.939710,442.2,442.0,442.4,12957360.0
2018-01-15 14:05:28.179939,442.2,442.0,442.4,12945960.0
2018-01-15 14:05:29.628300,442.2,442.0,442.2,12957360.0
2018-01-15 14:05:31.226432,442.2,442.0,442.2,12957360.0
2018-01-15 14:05:32.615117,442.0,442.0,442.4,12958460.0
2018-01-15 14:05:34.279288,442.2,442.0,442.2,12957360.0
2018-01-15 14:05:35.827546,442.2,442.0,442.2,12957360.0
2018-01-15 14:05:37.446792,442.0,442.0,442.4,12958460.0
2018-01-15 14:05:38.895548,442.0,442.0,442.2,12958460.0
2018-01-15 14:05:40.462468,442.2,442.0,442.2,12957360.0
2018-01-15 14:05:41.950036,442.0,442.0,442.2,12958460.0
2018-01-15 14:05:43.555556,442.2,442.0,442.2,12957360.0
2018-01-15 14:05:45.119256,442.2,442.0,442.2,12957360.0
2018-01-15 14:05:46.726864,442.0,442.0,442.4,12958460.0
2018-01-15 14:05:48.297391,442.0,442.0,442.2,12958460.0
2018-01-15 14:05:49.852441,442.0,442.0,442.2,12958460.0
2018-01-15 14:05:51.277939,442.0,442.0,442.2,12958460.0
2018-01-15 14:05:52.907302,442.2,442.0,442.2,12962660.0
2018-01-15 14:05:54.541984,442.2,442.0,442.2,12962660.0
2018-01-15 14:05:56.122527,442.2,442.0,442.2,12962660.0
2018-01-15 14:05:57.804557,442.2,442.0,442.2,12961360.0
2018-01-15 14:05:59.230053,442.2,442.0,442.2,12962660.0
2018-01-15 14:06:00.825783,442.2,442.0,442.2,12962660.0
2018-01-15 14:06:02.359521,442.2,442.2,442.4,12962660.0
2018-01-15 14:06:03.938967,442.2,442.0,442.2,12962660.0
2018-01-15 14:06:05.530114,442.2,442.0,442.2,12962660.0
2018-01-15 14:06:07.007233,442.2,442.0,442.2,12962660.0
2018-01-15 14:06:08.417255,442.2,442.0,442.2,12962660.0
2018-01-15 14:06:09.867009,442.2,442.2,442.4,12968160.0
2018-01-15 14:06:11.271628,442.2,442.2,442.4,12968160.0
2018-01-15 14:06:12.696003,442.2,442.2,442.4,12968660.0
2018-01-15 14:06:14.060585,442.2,442.2,442.4,12968660.0
2018-01-15 14:06:15.446165,442.2,442.2,442.4,12968660.0
2018-01-15 14:06:17.057022,442.2,442.2,442.4,12968160.0
2018-01-15 14:06:18.583202,442.2,442.2,442.4,12968660.0
2018-01-15 14:06:20.126996,442.2,442.2,442.4,12968160.0
2018-01-15 14:06:22.025046,442.2,442.2,442.4,12968660.0
2018-01-15 14:06:23.578522,442.2,442.2,442.4,12968660.0
2018-01-15 14:06:25.136730,442.2,442.2,442.4,12968160.0
2018-01-15 14:06:26.619173,442.2,442.2,442.4,12968660.0
2018-01-15 14:06:28.148230,442.2,442.2,442.4,12968660.0
2018-01-15 14:06:29.624747,442.4,442.2,442.4,12979560.0
2018-01-15 14:06:31.129805,442.4,442.2,442.4,12979560.0
2018-01-15 14:06:32.538152,442.4,442.2,442.4,12979560.0
2018-01-15 14:06:34.114402,442.4,442.2,442.4,12978860.0
2018-01-15 14:06:35.781650,442.4,442.2,442.4,12978860.0
2018-01-15 14:06:37.494807,442.4,442.2,442.4,12978860.0
2018-01-15 14:06:39.169386,442.4,442.2,442.4,12978860.0
2018-01-15 14:06:40.696166,442.4,442.2,442.4,12979560.0
2018-01-15 14:06:42.633905,442.4,442.2,442.4,12981860.0
2018-01-15 14:06:44.042474,442.4,442.2,442.4,12981860.0
2018-01-15 14:06:45.596886,442.4,442.2,442.4,12981860.0
2018-01-15 14:06:47.100428,442.4,442.2,442.4,12981860.0
2018-01-15 14:06:48.672435,442.4,442.2,442.4,12981860.0
2018-01-15 14:06:50.417199,442.4,442.2,442.4,12985760.0
2018-01-15 14:06:51.899056,442.4,442.2,442.4,12985760.0
2018-01-15 14:06:53.498667,442.4,442.2,442.4,12986060.0
2018-01-15 14:06:54.945067,442.4,442.2,442.4,12986060.0
2018-01-15 14:06:56.229041,442.4,442.2,442.4,12986060.0
2018-01-15 14:06:57.735847,442.4,442.2,442.4,12986060.0
2018-01-15 14:06:59.307923,442.4,442.2,442.4,12986060.0
2018-01-15 14:07:00.947667,442.4,442.2,442.4,12985760.0
2018-01-15 14:07:02.416889,442.4,442.2,442.4,12986060.0
2018-01-15 14:07:03.925487,442.4,442.2,442.4,12985760.0
2018-01-15 14:07:05.483843,442.4,442.2,442.4,12986060.0
2018-01-15 14:07:06.934545,442.4,442.2,442.4,12986060.0
2018-01-15 14:07:08.396240,442.4,442.2,442.4,12985760.0
2018-01-15 14:07:09.911301,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:11.325317,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:12.900926,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:14.460240,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:16.095156,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:17.702564,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:19.268149,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:20.836978,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:22.405287,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:24.004654,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:25.408745,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:26.778650,442.4,442.4,442.6,12991960.0
2018-01-15 14:07:28.189698,442.4,442.4,442.6,12996260.0
2018-01-15 14:07:30.017175,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:31.672962,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:33.161601,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:34.760452,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:36.233999,442.4,442.4,442.6,12996260.0
2018-01-15 14:07:37.728247,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:39.319231,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:40.692182,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:42.341592,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:43.976243,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:45.601088,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:47.166579,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:48.698665,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:50.249242,442.4,442.4,442.6,12996260.0
2018-01-15 14:07:51.862323,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:53.218102,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:54.757644,442.4,442.4,442.6,12996260.0
2018-01-15 14:07:56.342591,442.4,442.4,442.6,12996360.0
2018-01-15 14:07:57.947508,442.4,442.4,442.6,13000060.0
2018-01-15 14:08:00.589049,442.4,442.4,442.6,13000060.0
2018-01-15 14:08:02.200557,442.4,442.4,442.6,13000060.0
