time,price,bid,ask,volume
2018-01-03 10:38:11.683483,425.2,425.0,425.2,8572872.0
2018-01-03 10:38:13.831225,425.2,425.0,425.2,8572872.0
2018-01-03 10:38:15.628374,425.2,425.0,425.2,8572872.0
2018-01-03 10:38:17.517002,425.2,425.0,425.2,8572872.0
2018-01-03 10:38:19.599602,425.2,425.0,425.2,8575072.0
2018-01-03 10:38:21.758873,425.2,425.0,425.2,8575072.0
2018-01-03 10:38:23.870618,425.2,425.0,425.2,8575072.0
2018-01-03 10:38:25.866204,425.0,425.0,425.2,8584472.0
2018-01-03 10:38:28.076348,425.0,425.0,425.2,8584472.0
2018-01-03 10:38:29.724525,425.0,424.8,425.0,8588572.0
2018-01-03 10:38:31.894900,425.0,424.8,425.0,8588572.0
2018-01-03 10:38:34.142345,425.0,425.0,425.2,8591172.0
2018-01-03 10:38:36.139597,425.0,425.0,425.2,8591172.0
2018-01-03 10:38:38.312267,425.0,425.0,425.2,8591172.0
2018-01-03 10:38:40.274466,425.0,425.0,425.2,8592772.0
2018-01-03 10:38:42.168883,425.0,425.0,425.2,8592772.0
2018-01-03 10:38:43.956319,425.0,425.0,425.2,8592772.0
2018-01-03 10:38:45.797233,425.0,425.0,425.2,8592772.0
2018-01-03 10:38:47.935193,425.0,425.0,425.2,8592772.0
2018-01-03 10:38:49.969108,425.0,425.0,425.2,8592772.0
2018-01-03 10:38:51.922926,425.0,425.0,425.2,8594572.0
2018-01-03 10:38:53.839375,425.0,425.0,425.2,8594572.0
2018-01-03 10:38:55.601075,425.0,424.8,425.2,8600272.0
2018-01-03 10:38:57.925265,425.0,424.8,425.2,8600272.0
2018-01-03 10:38:59.615904,425.2,424.8,425.2,8601272.0
2018-01-03 10:39:01.556860,425.2,424.8,425.2,8601272.0
2018-01-03 10:39:02.991689,425.2,424.8,425.2,8601272.0
2018-01-03 10:39:04.864690,425.2,424.8,425.2,8601272.0
2018-01-03 10:39:07.015559,425.2,424.8,425.2,8601272.0
2018-01-03 10:39:09.634864,425.0,425.0,425.2,8602772.0
2018-01-03 10:39:11.601126,425.0,425.0,425.2,8605672.0
2018-01-03 10:39:14.497394,425.0,425.0,425.2,8605672.0
2018-01-03 10:39:16.387744,425.0,425.0,425.2,8605672.0
2018-01-03 10:39:18.526606,425.0,425.0,425.2,8605672.0
2018-01-03 10:39:20.562704,425.0,425.0,425.2,8605672.0
2018-01-03 10:39:22.533101,425.0,425.0,425.2,8605672.0
2018-01-03 10:39:24.776071,425.0,424.8,425.0,8612372.0
2018-01-03 10:39:26.562209,425.0,424.8,425.0,8612372.0
2018-01-03 10:39:28.894040,425.0,424.8,425.0,8612372.0
2018-01-03 10:39:31.345299,425.0,424.8,425.0,8612372.0
2018-01-03 10:39:33.548643,425.0,424.8,425.0,8618372.0
2018-01-03 10:39:35.685366,425.0,424.8,425.0,8618372.0
2018-01-03 10:39:37.528484,425.0,424.8,425.0,8618372.0
2018-01-03 10:39:39.725151,425.0,424.8,425.0,8618372.0
2018-01-03 10:39:41.759501,425.0,424.8,425.0,8618372.0
2018-01-03 10:39:43.845882,425.0,424.8,425.0,8618372.0
2018-01-03 10:39:45.489240,425.0,424.8,425.0,8618372.0
2018-01-03 10:39:47.121747,425.0,424.8,425.0,8620872.0
2018-01-03 10:39:48.973600,425.0,424.8,425.0,8620872.0
2018-01-03 10:39:51.132041,425.0,424.8,425.0,8620872.0
2018-01-03 10:39:52.885103,425.0,425.0,425.2,8624972.0
2018-01-03 10:39:54.595574,425.0,425.0,425.2,8624972.0
2018-01-03 10:39:56.303652,425.0,425.0,425.2,8626772.0
2018-01-03 10:39:58.468239,425.0,425.0,425.2,8626772.0
2018-01-03 10:40:00.672584,425.0,425.0,425.2,8626772.0
2018-01-03 10:40:02.309901,425.0,425.0,425.2,8626772.0
2018-01-03 10:40:04.536032,425.0,425.0,425.2,8626772.0
2018-01-03 10:40:07.566820,425.0,425.0,425.2,8626772.0
2018-01-03 10:40:11.086593,425.0,424.8,425.0,8636372.0
2018-01-03 10:40:12.998202,425.0,424.8,425.0,8636372.0
2018-01-03 10:40:15.144706,425.0,424.8,425.0,8636372.0
2018-01-03 10:40:17.082072,425.0,424.8,425.0,8640672.0
2018-01-03 10:40:18.882540,425.0,424.8,425.0,8640672.0
2018-01-03 10:40:20.915805,425.0,424.8,425.0,8640672.0
2018-01-03 10:40:23.106672,425.0,424.8,425.0,8646972.0
2018-01-03 10:40:25.512041,425.0,424.8,425.0,8646972.0
2018-01-03 10:40:27.643312,425.0,424.8,425.0,8646972.0
2018-01-03 10:40:29.776475,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:31.764373,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:33.921758,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:35.507299,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:37.808204,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:39.763656,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:41.239456,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:43.231760,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:44.937682,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:46.815884,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:48.345740,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:49.825238,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:51.588722,425.0,425.0,425.2,8653872.0
2018-01-03 10:40:53.002388,425.0,425.0,425.2,8655552.0
2018-01-03 10:40:54.860961,425.0,425.0,425.2,8655552.0
2018-01-03 10:40:57.173477,425.0,425.0,425.2,8655552.0
2018-01-03 10:40:59.090120,425.0,425.0,425.2,8655552.0
2018-01-03 10:41:00.946201,425.0,425.0,425.2,8655552.0
2018-01-03 10:41:02.521411,425.0,425.0,425.2,8656727.0
2018-01-03 10:41:08.932611,425.0,425.0,425.2,8656727.0
2018-01-03 10:41:13.686714,425.0,425.0,425.2,8658127.0
2018-01-03 10:41:15.601490,425.0,425.0,425.2,8658127.0
2018-01-03 10:41:16.890156,425.0,425.0,425.2,8658127.0
2018-01-03 10:41:18.826754,425.0,425.0,425.2,8658127.0
2018-01-03 10:41:20.649849,425.0,425.0,425.2,8658127.0
2018-01-03 10:41:22.804683,425.0,425.0,425.2,8658127.0
2018-01-03 10:41:24.854592,425.0,425.0,425.2,8658127.0
2018-01-03 10:41:27.258114,425.0,425.0,425.2,8660127.0
2018-01-03 10:41:29.226288,425.0,425.0,425.2,8660127.0
2018-01-03 10:41:31.103831,425.0,425.0,425.2,8660127.0
2018-01-03 10:41:33.181819,425.0,425.0,425.2,8660127.0
