time,price,bid,ask,volume
2018-01-08 09:35:50.279896,437.8,437.6,437.8,2638640.0
2018-01-08 09:35:51.992729,437.8,437.6,437.8,2638640.0
2018-01-08 09:35:53.826039,437.6,437.6,437.8,2661540.0
2018-01-08 09:35:56.399648,437.6,437.6,437.8,2661540.0
2018-01-08 09:35:58.245112,437.6,437.6,437.8,2661540.0
2018-01-08 09:36:00.378238,437.4,437.2,437.4,2685140.0
2018-01-08 09:36:03.432805,437.2,437.2,437.4,2690140.0
2018-01-08 09:36:04.766652,437.2,437.2,437.4,2694040.0
2018-01-08 09:36:06.673096,437.2,437.2,437.4,2694040.0
2018-01-08 09:36:08.606918,437.2,437.2,437.4,2694040.0
2018-01-08 09:36:10.166195,437.6,437.4,437.6,2701940.0
2018-01-08 09:36:16.345305,437.6,437.4,437.6,2704240.0
2018-01-08 09:36:18.234505,437.6,437.4,437.6,2704240.0
2018-01-08 09:36:20.000737,437.4,437.4,437.6,2707240.0
2018-01-08 09:36:22.105626,437.4,437.4,437.6,2707240.0
2018-01-08 09:36:24.033867,437.4,437.4,437.6,2707240.0
2018-01-08 09:36:26.174085,437.4,437.4,437.6,2707240.0
2018-01-08 09:36:27.949013,437.2,437.2,437.4,2716040.0
2018-01-08 09:36:29.843065,437.2,437.2,437.4,2716040.0
2018-01-08 09:36:31.515900,437.2,437.2,437.4,2716040.0
2018-01-08 09:36:33.352567,437.4,437.2,437.4,2719840.0
2018-01-08 09:36:35.304455,437.2,437.2,437.4,2724640.0
2018-01-08 09:36:37.455633,437.2,437.2,437.4,2724640.0
2018-01-08 09:36:39.298794,437.2,437.2,437.4,2724640.0
2018-01-08 09:36:41.189887,437.2,437.0,437.2,2733340.0
2018-01-08 09:36:42.533700,437.0,437.0,437.2,2738840.0
2018-01-08 09:36:44.417193,437.0,437.0,437.2,2738840.0
2018-01-08 09:36:46.634000,437.0,436.8,437.0,2756240.0
2018-01-08 09:36:48.531021,437.0,436.8,437.0,2756240.0
2018-01-08 09:36:50.614419,437.0,436.8,437.0,2756240.0
2018-01-08 09:36:52.506108,437.0,436.8,437.0,2756240.0
2018-01-08 09:36:54.401388,437.0,436.8,437.0,2756240.0
2018-01-08 09:36:55.807699,437.0,436.8,437.0,2756240.0
2018-01-08 09:36:57.728916,436.8,436.6,436.8,2769440.0
2018-01-08 09:36:58.915038,436.8,436.6,436.8,2769440.0
2018-01-08 09:37:14.314642,436.8,436.8,437.0,2797140.0
2018-01-08 09:37:16.064426,436.8,436.8,437.0,2801740.0
2018-01-08 09:37:17.403818,436.8,436.8,437.0,2801740.0
2018-01-08 09:37:19.061061,436.8,436.8,437.0,2801740.0
2018-01-08 09:37:20.608112,436.8,436.8,437.0,2801740.0
2018-01-08 09:37:22.770533,436.8,436.8,437.0,2801740.0
2018-01-08 09:37:24.192117,437.0,436.8,437.0,2816740.0
2018-01-08 09:37:25.748293,436.8,436.8,437.0,2836440.0
