time,price,bid,ask,volume
2018-01-15 09:47:36.701000,5.19,5.19,5.2,1183200.0
2018-01-15 09:47:39.257000,5.19,5.19,5.2,1183200.0
2018-01-15 09:47:41.765000,5.19,5.19,5.2,1183200.0
2018-01-15 09:47:44.330000,5.19,5.19,5.2,1183200.0
2018-01-15 09:47:46.779000,5.19,5.19,5.2,1183200.0
2018-01-15 09:47:49.579000,5.19,5.19,5.2,1183200.0
2018-01-15 09:47:52.047000,5.19,5.19,5.2,1183200.0
2018-01-15 09:47:54.518000,5.19,5.19,5.2,1183200.0
2018-01-15 09:47:57.030000,5.19,5.19,5.2,1183200.0
2018-01-15 09:47:59.830000,5.19,5.19,5.2,1183200.0
2018-01-15 09:48:02.529000,5.19,5.19,5.2,1183200.0
2018-01-15 09:48:05.344000,5.19,5.19,5.2,1183200.0
2018-01-15 09:48:09.917000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:15.574000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:18.127000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:20.739000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:23.594000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:26.192000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:28.689000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:31.115000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:33.707000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:36.340000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:39.036000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:41.441000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:44.113000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:46.517000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:48.993000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:51.693000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:54.380000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:56.828000,5.19,5.18,5.2,1183200.0
2018-01-15 09:48:59.294000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:01.922000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:04.588000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:07.077000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:09.757000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:12.424000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:15.506000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:17.850000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:22.281000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:24.916000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:27.798000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:30.408000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:33.083000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:35.630000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:38.196000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:40.654000,5.19,5.18,5.2,1183200.0
2018-01-15 09:49:42.907000,5.18,5.18,5.19,1194600.0
2018-01-15 09:49:45.487000,5.18,5.18,5.19,1194600.0
2018-01-15 09:49:47.993000,5.18,5.18,5.19,1194600.0
2018-01-15 09:49:50.816000,5.18,5.18,5.19,1194600.0
2018-01-15 09:49:53.244000,5.18,5.18,5.19,1194600.0
2018-01-15 09:49:55.839000,5.18,5.18,5.19,1194600.0
2018-01-15 09:49:58.375000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:00.869000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:03.485000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:08.393000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:10.897000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:13.393000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:16.193000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:19.956000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:22.344000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:25.057000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:27.566000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:30.022000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:33.641000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:37.189000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:40.271000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:43.757000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:47.048000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:50.248000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:53.988000,5.18,5.18,5.19,1194600.0
2018-01-15 09:50:58.950000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:03.008000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:09.990000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:13.725000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:20.741000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:24.545000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:27.849000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:31.088000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:34.209000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:37.627000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:41.003000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:44.335000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:47.441000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:50.414000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:53.796000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:56.823000,5.18,5.18,5.19,1204600.0
2018-01-15 09:51:59.929000,5.18,5.18,5.19,1204600.0
2018-01-15 09:52:04.476000,5.18,5.18,5.19,1204600.0
2018-01-15 09:52:08.752000,5.18,5.18,5.19,1204600.0
2018-01-15 09:52:12.008000,5.18,5.18,5.19,1204600.0
2018-01-15 09:52:15.143000,5.18,5.18,5.19,1204600.0
2018-01-15 09:52:18.972000,5.18,5.18,5.19,1204600.0
2018-01-15 09:52:24.262000,5.18,5.18,5.19,1224600.0
2018-01-15 09:52:27.350000,5.18,5.18,5.19,1224600.0
2018-01-15 09:52:30.351000,5.18,5.18,5.19,1224600.0
2018-01-15 09:52:33.485000,5.18,5.18,5.19,1224600.0
2018-01-15 09:52:36.589000,5.18,5.18,5.19,1224600.0
2018-01-15 09:52:40.129000,5.18,5.18,5.19,1224600.0
2018-01-15 09:52:42.968000,5.18,5.18,5.19,1224600.0
2018-01-15 09:52:45.997000,5.18,5.18,5.19,1224600.0
2018-01-15 09:52:49,5.18,5.18,5.19,1224600.0
2018-01-15 09:52:52.300000,5.18,5.18,5.19,1224600.0
2018-01-15 09:52:55.399000,5.18,5.18,5.19,1224600.0
2018-01-15 09:52:58.417000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:01.314000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:04.373000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:09.368000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:12.307000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:15.454000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:21.819000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:24.910000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:27.941000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:31.066000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:34.388000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:37.477000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:40.573000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:43.762000,5.18,5.18,5.19,1224600.0
2018-01-15 09:53:47.174000,5.18,5.18,5.2,1224600.0
2018-01-15 09:53:50.230000,5.18,5.18,5.2,1224600.0
2018-01-15 09:53:53.182000,5.19,5.18,5.19,1444600.0
2018-01-15 09:53:56.052000,5.19,5.18,5.19,1444600.0
2018-01-15 09:53:59.074000,5.19,5.18,5.19,1444600.0
2018-01-15 09:54:02.530000,5.19,5.18,5.19,1444600.0
