time,price,bid,ask,volume
2018-01-03 13:01:52.583000,30.75,30.75,30.8,35911032.0
2018-01-03 13:01:56.199000,30.75,30.75,30.8,35911032.0
2018-01-03 13:02:00.061000,30.75,30.75,30.8,35911032.0
2018-01-03 13:02:03.358000,30.75,30.75,30.8,35911032.0
2018-01-03 13:02:08.939000,30.75,30.75,30.8,35911032.0
2018-01-03 13:02:13.540000,30.75,30.75,30.8,35911032.0
2018-01-03 13:02:17.534000,30.75,30.75,30.8,35911032.0
2018-01-03 13:02:21.535000,30.75,30.75,30.8,35911032.0
2018-01-03 13:02:25.331000,30.75,30.75,30.8,35911032.0
2018-01-03 13:02:28.926000,30.75,30.75,30.8,35911032.0
2018-01-03 13:02:32.668000,30.75,30.75,30.8,35913732.0
2018-01-03 13:02:36.628000,30.75,30.75,30.8,35913732.0
2018-01-03 13:02:40.465000,30.75,30.75,30.8,35913732.0
2018-01-03 13:02:43.837000,30.75,30.75,30.8,35913732.0
2018-01-03 13:02:47.754000,30.75,30.75,30.8,35913732.0
2018-01-03 13:02:51.381000,30.75,30.75,30.8,35913732.0
2018-01-03 13:02:54.460000,30.75,30.75,30.8,35913732.0
2018-01-03 13:02:58.238000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:02.308000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:06.956000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:11.188000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:14.789000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:19.557000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:23.428000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:26.490000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:30.357000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:34.796000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:38.138000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:41.488000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:45.339000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:49.259000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:53.277000,30.75,30.75,30.8,35913732.0
2018-01-03 13:03:56.925000,30.75,30.75,30.8,35919732.0
2018-01-03 13:04:00.427000,30.75,30.75,30.8,35919732.0
